Product_Name,Data sheets,Features,General text,Technical Specifications,url,Product category
Simrad ES120-7G,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/164125_es120-7g.pdf,"Resonant frequency: 120 kHz
Receiving sensitivity, open circuit: -186.5 dB ±2
Beamwidth, circular: 7 deg ±1 re 1V per µPa
Directivity: Electroacoustic efficiency: 0.70 ±0.20
D: 650 ±20%
Maximum pulse power input: 1000 W
DI=10logD: 28 ±1 dB
Maximum continuous power input: 10 W
Equivalent two-way beam angle: Maximum transducer depth: 150 m
Ψ: 0.009 ± 20% steradain
Cable length: 20 m
10 logΨ: -20.5 ±1 dB
Cable diameter: 10.6 ±0.50 mm
Side lobes: less than -15 dB
Weight without cable: 2 kg
Back radiation: less than -30 dB
Storage temperature: -20 to 70 °C
Angle sensitivity: Phase angle/angle to target: 21
Impedance: Nominal: 5 ohms
Max. variation in |Z|: 11 - 20 ohms
Max variation in phase angle: ±30 deg
Transmitting response: 185.0 dB ±2 re 1µPa per V","Introduction
The ES 120-7G is a split-beam transducer incorporating 76 piezo-ceramic elements arranged in four quadrants. Its compact housing is convenient for use with portable echo sounders. The specifications below are valid when all four quadrants are connected in parallel.
Order number
KSV-112101
Data
Installation
Manufacturer:
Simrad AS
Strandpromenaden 50
P.O.Box 111
N-3191 Horten
Telephone: +47 33 03 40 00","Resonant frequency, parameter value: 120 kHz
Receiving sensitivity, open circuit, parameter value: -186.5 dB ±2
Beamwidth, circular, parameter value: 7 deg ±1 re 1V per µPa
Directivity: Electroacoustic efficiency, parameter value: 0.70 ±0.20
D, parameter value: 650 ±20%
Maximum pulse power input, parameter value: 1000 W
DI=10logD, parameter value: 28 ±1 dB
Maximum continuous power input, parameter value: 10 W
Equivalent two-way beam angle, parameter value: Maximum transducer depth: 150 m
Ψ, parameter value: 0.009 ± 20% steradain
Cable length, parameter value: 20 m
10 logΨ, parameter value: -20.5 ±1 dB
Cable diameter, parameter value: 10.6 ±0.50 mm
Side lobes, parameter value: less than -15 dB
Weight without cable, parameter value: 2 kg
Back radiation, parameter value: less than -30 dB
Storage temperature, parameter value: -20 to 70 °C
Angle sensitivity, parameter value: Phase angle/angle to target: 21
Impedance: Nominal, parameter value: 5 ohms
Max. variation in |Z|, parameter value: 11 - 20 ohms
Max variation in phase angle, parameter value: ±30 deg
Transmitting response, parameter value: 185.0 dB ±2 re 1µPa per V",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,"Fish finding, Ocean science"
Simrad ES18,https://www.simrad.online/td_018/es18/sales/es18_ds_en_a4.pdf," - Split-beam transducer
 - Incorporating 44 Tonpilz elements
 - Resonant frequency of 18 kHz
 - Circular beamwidth of 11 deg ±2
 - Maximum pulse power input of 2000 W
 - Maximum transducer depth of 50 m
 - Cable length of 20 m
 - Weight of 85 kg without cable
 - Side lobes less than -18 dB
 - Back radiation less than -35 dB
 - Nominal impedance of 15 ohms","The Simrad ES 18 is a split-beam transducer incorporating 44 Tonpilz elements distributed over four quadrants. When all four quadrants are connected in parallel, the transducer provides specific technical specifications. The resonant frequency of the transducer is 18 kHz with an electroacoustic efficiency of 0.60 ±0.20. It has a circular beamwidth of 11 deg ±2 and a maximum pulse power input of 2000 W. The maximum continuous power input is 100 W, and the maximum transducer depth is 50 m. The transducer has a cable length of 20 m, a cable diameter of 12.4±0.5 mm, and a weight of 85 kg without the cable. Additionally, it has a storage temperature range of -20 to 70 °C. The transducer also features side lobes less than -18 dB, back radiation less than -35 dB, and impedance with a nominal value of 15 ohms and specific variations. It has a transmitting response of 182.0 dB ±2 re 1µPa per V and receiving sensitivity, open circuit, of -174 dB ±2 re 1V per µPa. For installation and data information, the manufacturer is Simrad AS, located at Strandpromenaden 50, P.O.Box 111, N-3191 Horten, with a telephone number of +47 33 03 40 00.","Transducer, Resonant frequency, 18 kHz
Transducer, Electroacoustic efficiency, 0.60 ±0.20
Transducer, Beamwidth, circular, 11 deg ±2
Transducer, Maximum pulse power input, 2000 W
Transducer, Maximum continous power input, 100 W
Transducer, Maximum transducer depth, 50 m
Transducer, Cable length, 20 m
Transducer, Cable diameter, 12.4±0.5 mm
Transducer, Weight without cable, 85 kg
Transducer, Storage temperature, -20 to 70 °C
Transducer, Side lobes, less than -18 dB
Transducer, Back radiation, less than -35 dB
Transducer, Impedance, Nominal value, 15 ohms",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td18khz/es18/,"Fish finding, Ocean science"
Simrad ES200-7C,https://www.simrad.online/td_200/es200_7c/sales/es200_7c_ds_en_a4.pdf,"Key Features:
- Wide-band split-beam transducer for fishery and research applications
- Nominal frequency is 200 kHz
- Frequency range: 160 to 260 kHz
- Beamwidth is 7 degrees
- Maximum input power is 1000 W
- Physical dimensions: Diameter: 120 mm, Height: 75 mm","The Simrad ES200-7C is a wide-band split-beam transducer designed for fishery and research applications. It is designed with four separate sectors, and transducers manufactured in 2021 and onwards include a sensor to measure the sea temperature. The transducer can be mounted flush with the hull plating or the bottom of a blister using a clamping ring, or at the bottom of a drop keel. It is available with two different transducer cables. Orders for the ES200-7C or optional items can be placed through local dealers or Kongsberg Maritime, with detailed quotations including price and delivery information.","Technical Specifications:
- Nominal frequency: 200 kHz
- Frequency range: 160-260 kHz
- Beamwidth: 7 degrees
- Max. source level: 227 dB re µPa @ 1 m
- Transmit sensitivity (Su): 185 dB re µPa per V @ 1 m
- Receive sensitivity (Mt): -189 dB re 1 V per µPa @ 1 m
- Sidelobe level: -23 dB
- Back radiation level: -40 dB
- Impedance (each sector): 75 Ω
- Max. input power: 1000 W
- Max. pulse length: 16 ms
- Max. duty cycle: 1 %
- Weight: In air: 5.0 kg (incl. 20 m cable), In water: 1.0 kg (ex. cable)
- Cable length: 20 m and open-end termination, 5 m and SubConn connector
- Cable diameter: 12.4 mm / 9 mm
- Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical)
- Depth rating: 20 meters
- Storage temperature: Max.: +60°C, Min.: -20°C
- Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,"Fish finding, Ocean science"
Simrad ES200-7CD,https://simrad.online/td_200/es200_7cd/es200_7cd_ds_en_a4.pdf,"Key Features 

- Wide-band split-beam transducer for fishery and research applications 
- Resonant frequency of 200 kHz 
- Frequency range of 160 to 260 kHz 
- Beamwidth of 7° 
- Depth rating of 1500m 
- Maximum input power of 300W 
- Physical dimensions: Diameter - 120mm, Height - 75mm 
- Optional items available for separate order: Mounting hardware, clamping ring, documents","The Simrad ES200-7CD is a split-beam transducer with a large bandwidth designed for fishery and research applications. It has a beamwidth of 7° at a nominal operational frequency of 200 kHz. This transducer is designed with four separate sectors and is capable of withstanding large water pressure, making it suitable for towed bodies or autonomous vehicles. The recommended installation method is through the hull using mounting and clamping rings provided. Optionally, the transducer can be mounted using brackets and M8 screws at the back of the transducer. The depth range of the ES200-7CD is 1500m and it has a maximum input power of 300W. It comes with a physical dimension of 120mm in diameter, 75mm in height, and is available with two different transducer cables. In addition to the standard delivery, optional items such as mounting hardware, clamping ring, and documents are available for separate order. The technical specifications and requirements provided are those valid when operating at the nominal frequency with all sectors excited simultaneously. Kongsberg Maritime works continuously to improve the quality and performance of the products. The technical specifications may be changed without prior notice, and the specifications refer to typical figures for the product. Performance, power, weight, outline dimensions, environment requirements, and rules for transducer handling are also provided.","Technical Specifications 

- Performance specifications: Resonant frequency - 200 kHz, Frequency range - 160 to 260 kHz, Beamwidth - 7°, Depth rating - 1500m, Figure of merit - -5 dB, Max. source level - 222 dB re µPa per 200 30V @ 1m, Transmit sensitivity (Su) - 184 dB re µPa per V @ 1m, Receive sensitivity (Mt) - -189 dB re 1 150 15V per µPa @ 1m, Sidelobe level - -25 dB, Back radiation level - -40 dB, Impedance (each sector) - 75 Ω 
- Power specifications: Max. input power - 300W, Max. pulse length - 16ms, Max. duty cycle - 1% 
- Weight and outline dimensions: Physical dimensions - Diameter: 120mm, Height: 75mm (body), Total height: 155mm, Weight - In air: 2kg (incl. 2m cable with SubConn), In water: 1kg, Cable length - 2m, Cable diameter - 12.4±0.5mm, Bending radius - Static: 100mm (theoretical), Dynamic: 185mm (theoretical) 
- Environment requirements: Storage temperature - Max.: +60°C, Min.: -20°C, Operating temperature - Max.: +40°C, Min.: -5°C 
- Rules for transducer handling: Various handling rules are provided to ensure the longevity and accuracy of the transducer.",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,"Fish finding, Ocean science"
Simrad ES200-7CDK,https://www.simrad.online/td_200/es200_7cdk/sales/es200_7cdk_ds_en_a4.pdf,"The key features of the Simrad ES200-7CDK split-beam transducer include:
- Compact size and light weight
- Nominal frequency of 200 kHz
- Suitable for use with autonomous and subsea products
- Mountable on a variety of subsea platforms
- Delivered with cable and termination featuring an eight-pin male connector
- Available through local dealers or distributors","The Simrad ES200-7CDK is a compact split-beam transducer designed for underwater science applications. It comes in two versions, single-beam with a depth rating of 1500m, and split-beam with versions rated for 1500 m and 6000m. The transducer operates at a nominal frequency of 200 kHz and is especially suited for use with autonomous and subsea products. It is compact, lightweight, and can be mounted on a variety of subsea platforms. The transducer is delivered with cable and features a termination with an eight-pin male connector that directly fits into a range of subsea transceivers. Additionally, the transducer can be ordered through local dealers or distributors, who can provide detailed quotations including price and delivery information.","Nominal frequency: 200 kHz
Frequency range: 160-260 kHz
Beamwidth: 7 degrees
Maximum input power: 250 W
Physical dimensions: Diameter - 90 mm, Height - 78 mm, Cable length - 2 m
Depth rating: 1500 m version, 6000 m version
Storage temperature: -20°C to +60°C
Operating temperature: -5°C to +40°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,"Fish finding, Ocean science"
Simrad ES333-7C,https://www.simrad.online/td_333/es333_7c/es333_7c_ds_en_a4.pdf,"Key Features for the Simrad ES333-7C are as follows: 
- Wide-band split-beam transducer for fishery and research applications 
- Nominal frequency of 333 kHz 
- Frequency range of 280-450 kHz 
- Beamwidth of 7 degrees 
- Maximum input power of 200 W 
- Physical dimensions: Diameter - 120 mm, Height - 75 mm 
- Available with two different transducer cables: 20 m open ended cable and 5 m cable fitted with a SubConn 
- Optional items included in all deliveries: Mounting hardware, documents, clamping ring, mounting ring, and transducer cable","The Simrad ES333-7C is a wide-band split-beam transducer designed for fishery and research applications. It has a beamwidth of 7 degrees at a nominal operational frequency of 333 kHz. The transducer, manufactured in 2021 and onwards, includes a sensor to measure the sea temperature. It is normally mounted flush with the hull plating or the bottom of a blister and is provided with an installation flange. The transducer can also be mounted at the bottom of a drop keel, with the cable penetrating the hull using a stuffing tube and a cable gland. The shipment includes mounting hardware, documents, stuffing tube, cable gland, transducer cable, transducer gasket, and packing nut.","Technical specifications for the Simrad ES333-7C transducer are as follows: 
- Performance specifications: Nominal frequency of 333 kHz, Frequency range of 280-450 kHz, Beamwidth of 7 degrees, Figure of merit at -11 dB, Max. source level of 220 dB re µPaper V @ 1 m, Transmit sensitivity (Su) of 183 dB re µPa per V @ 1 m, Receive sensitivity (Mt) at -194 dB re 1 V per µPa @ 1 m, Sidelobe level at -21 dB, Back radiation level at -40 dB, Impedance of 75 Ω for each sector, Max. input power of 200 W, Max. pulse length of 16 ms, Max. duty cycle of 1% 
- Weight and outline dimensions: In air - 5.0 kg (incl. 20 m cable), In air - 2.3 kg (incl. 5 m cable with SubConn), In water - 1.0 kg (ex. cable), Cable length of 20 m and open-end termination, 5 m and SubConn connector, Cable diameter of 12.4 mm /9 mm, Static bending radius of 100 mm (theoretical), Dynamic bending radius of 185 mm (theoretical) 
- Environment requirements: Depth rating of 20 meters, Storage temperature: Max. +60°C, Min. -20°C, Operating temperature: Max. +40°C, Min. -5°C 
- Rules for transducer handling: Includes guidelines for correct handling and precautions 
- Installation principle: Explains the installation process and components required 
- Connections: Provides detailed information on the connection points and configurations",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,"Fish finding, Ocean science"
Simrad ES333-7CD,https://simrad.online/td_333/es333_7cd/es333_7cd_ds_en_a4.pdf,"Key Features: - Wide-band split-beam transducer for fishery and research applications - Resonant frequency: 333 kHz - Frequency range: 280 to 450 kHz - Depth range: 1500 m - Beamwidth: 7° - Maximum input power: 200 W - Physical dimensions: Diameter: 120 mm, Height: 75 mm - Environment requirements for storage and operating temperatures - Rules for transducer handling - Installation principle involving mounting rings supplied by Kongsberg Maritime and connections to MacArtney SubConn socket","The Simrad ES333-7CD is a split-beam transducer with a large bandwidth designed for fishery and research applications. It operates at a nominal frequency of 333 kHz with a beamwidth of 7°. With four separate sectors, it is capable of withstanding large water pressure, making it suitable for towed bodies or autonomous vehicles. The recommended installation method is through the hull, using mounting and clamping rings provided. Additionally, optional items such as clamping rings and mounting rings can be ordered separately. The technical specifications and requirements provided are those valid when operating at the nominal frequency with all sectors excited simultaneously. Performance specifications include a depth rating of 1500 m, resonant frequency of 333 kHz, and a maximum input power of 200 W. The product comes with environment requirements for storage and operating temperatures, and rules for transducer handling to ensure longevity and accurate results. The installation principle involves the use of mounting rings supplied by Kongsberg Maritime and connections to MacArtney SubConn socket for the transducer.","Technical Specifications: - Resonant frequency: 333 kHz - Frequency range: 280 to 450 kHz - Beamwidth: 7° - Depth rating: 1500 m - Max. source level: 220 dB re µPa per 150V @ 1 m - Transmit sensitivity (Su): 183 dB re 125 µPa per V @ 1 m - Receive sensitivity (Mt): -194 dB re 1V per µPa @ 1 m - Sidelobe level: -25 dB - Back radiation level: -35 dB - Impedance (each sector): 75 Ω - Max. input power: 200 W - Max. pulse length: 16 ms - Max. duty cycle: 1% - Physical dimensions: Diameter: 120 mm, Height: 61 mm (body), Total height: 75 mm - Weight: In air: 2 kg (incl. 2 m cable with SubConn), In water: 1 kg - Cable length: 2 m and SubConn connector - Cable diameter: 12.4 ± 0.5 mm - Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical) - Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,"Fish finding, Ocean science"
Simrad ES333-7CDK,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/es333/429710aa_es333_7cdk_split_data_sheet_english.pdf,"Key Features:
- Compact composite split-beam transducer
- Maximum depth rating of 1500 meters
- Three individual sectors
- Nominal operational frequency of 333 kHz
- Beamwidth of 7 degrees
- Two-meter cable terminated with an eight-pin male connector
- Suitable for a variety of subsea platforms
- Technology for sustainable fisheries","The Simrad ES333-7CDK Split is a compact composite split-beam transducer that offers a maximum depth rating of 1500 meters and three individual sectors. It is well suited for use with autonomous subsea products and can be deployed on submerged platforms for underwater science applications. The transducer's nominal operational frequency is 333 kHz, and it has a beamwidth of 7 degrees. It comes with a two-meter cable terminated with an eight-pin male connector, suitable for a variety of subsea platforms. To order the ES333–7CDK Split, contact your local dealer or find distributors and dealers on the official website. The technical specifications and requirements provided are design values when operating with all sectors excited simultaneously. The transducer's technology is aimed at supporting sustainable fisheries.","Technical Specifications:
- Nominal frequency: 333 kHz
- Frequency range: 270 to 445 kHz
- Beamwidth: 7 degrees
- Equivalent two-way beam angle: φ10 log Ψ: -21dB
- Figure of merit(Su+Mv): -15 dB
- Maximum source level: 217 dB re µPa @ 1 m
- Transmit sensitivity (Su): 180 dB re µPa per V @ 1 m
- Receive sensitivity (Mv): 185 - 189 µPa
- Back radiation level: -30 dBPa per µV
- Input power: 100 W
- Pulse length: 8 ms
- Duty cycle: 1 %
- Physical dimensions: Diameter - 66 mm, Height - 38 mm (body), Total height - 78 mm
- Weight: In air - 0.55 kg, In water - 0.42 kg
- Cable length: 2 meters
- Termination: 8-pin male subsea connector MCIL8M (MacArtney)
- Nominal cable bending radius: 150 mm (theoretical)
- Environmental requirements: Storage temperature - Maximum: +50°C, Minimum: –20°C; Operating temperature - Maximum: +40°C, Minimum: -5°C
- Rules for transducer handling",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/es333-7cdk/,"Fish finding, Ocean science"
Simrad ES38-10,https://www.simrad.online/td_038/es38_10/sales/es38_10_ds_en_a4.pdf,"Key features of the Simrad ES38-10 include: - Designed for fishery and fishery research applications - Operating frequency of 38 kHz - Beamwidth of 10 degrees - Maximum input power of 1500 W - Physical dimensions: Diameter of 340 mm, Height of 150 mm","The Simrad ES38-10 is a split-beam transducer of medium size, designed for fishery and fishery research applications. It is designed with three separate sectors and for transducers manufactured later than 2021 it also includes a sensor to measure sea temperature. The transducer can be mounted flush with the hull plating or the bottom of a blister, and it comes with an installation flange and clamping ring for secure mounting. Optional items such as transducer cable with SubConn connector and mounting ring are available for separate purchase. The technical specifications of the transducer are subject to change without prior notice due to continuous improvements.","Technical specifications of the Simrad ES38-10 include: - Operating frequency: 38 kHz - Beamwidth: 10° - Maximum source level: 230 dBre µPa @ 1 m - Max. input power: 1500 W - Physical dimensions: Diameter of 340 mm, Height of 100 mm (body), Total height of 150 mm - Weight: In air: 18 kg (w/20 m cable), In water: 8.5 kg (without cable) - Cable length: 20/40 meters - Storage temperature: Max.: +60°C, Min.: -20°C - Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-10/,"Fish finding, Ocean science"
Simrad ES38-12,https://www.simrad.online/td_038/es38_12/sales/es38_12_ds_en_a4.pdf,"Split-beam transducer
32 piezo-ceramic elements
Resonant frequency of 38 kHz
Circular beamwidth of 12 ±2°
Directivity of 210 ±20%
Equivalent two-way beam angle of 0.027 ±20% dB
Side lobes of ≤ -17 dB
Back radiation of ≤ -26 dB
Nominal impedance of 15 Ω
Transmitting response of 180.5 ±2 dB re 1μPa per V
Receiving sensitivity, open circuit, of -182,5 ±3 dB re 1V per μPa
Electro-acoustic efficiency of 60%
Max pulse power input of 1000 W when hull-mounted and 1500 W in a towed body
Max continuous input of 20 W
Maximum depth of 150 m
Cable length of 20 m
Cable diameter of 10.6 mm
Weight without cable is 12 kg
Storage temperature range from -20° to +55°C","The Simrad ES38-12 is a split-beam echo sounder transducer that incorporates 32 piezo-ceramic elements distributed over four quadrants. The transducer's resonant frequency is 38 kHz with a circular beamwidth of 12 ±2° and a directivity of 210 ±20%. The equivalent two-way beam angle is 0.027 ±20% dB with side lobes of ≤ -17 dB and back radiation of ≤ -26 dB. The nominal impedance is 15 Ω, with each quadrant having 60 Ω impedance. The transmitting response is 180.5 ±2 dB re 1μPa per V, while the receiving sensitivity, open circuit, is -182.5 ±3 dB re 1V per μPa. The electro-acoustic efficiency is 60% with a max pulse power input of 1000 W when hull-mounted and 1500 W in a towed body. The transducer can operate at a maximum continuous input of 20 W and has a maximum depth of 150 m. The cable length is 20 m, the diameter is 10.6 mm, and the weight without the cable is 12 kg. The storage temperature range is from -20° to +55°C.","Resonant frequency: 38 kHz
Circular beamwidth: 12 ±2°
Directivity: 210 ±20%
Equivalent two-way beam angle: 0.027 ±20% dB
Side lobes: ≤ -17 dB
Back radiation: ≤ -26 dB
Nominal impedance: 15 Ω(Each quadrant: 60 Ω)
Transmitting response: 180.5 ±2 dB re 1μPa per V
Receiving sensitivity, open circuit: -182.5 ±3 dB re 1V per μPa
Electro-acoustic efficiency: 60%
Max. pulse power input: Hull mounted: 1000 W, In towed body: 1500 W
Max. continuous input: 20 W
Max. transducer depth: 150 m
Cable length: 20 m
Cable diameter: 10.6 mm
Weight without cable: 12 kg
Storage temperature: -20° to +55°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38_12/,"Fish finding, Ocean science"
Simrad ES38-18/200-18C,https://www.simrad.online/td_038/es38_18_200_18c/sales/es38_18_200_18c_ds_en.pdf,"{'Wide-Band Split-Beam and Three-Sector Split-Beam Transducer': 'Allows simultaneous operation at 38 kHz and 200 kHz frequencies', 'Frequency Range': 'Single-beam: 190-230 kHz; Split-beam: 35-45 kHz', 'Depth Rate': '20 m', 'Beamwidths': '18°', 'Max. Transmit Power': 'Single-beam: 200 W; Split-beam: 500 W', 'Physical Dimensions': 'Length: 416 mm, Width: 172 mm, Height: 94 mm', 'Order Included': 'Transducer with a 5 m cable with a SubConn connector or a 20 m open-ended cable, Test Report'}","{'Value of the Product1': 'The ES38-18/200-18C combined transducer offers valuable features for fishery and research applications. With its wide-band split-beam and three-sector split-beam transducer, it provides the flexibility of operating at two frequencies simultaneously, making it suitable for a variety of subsea platforms. It also comes with different cable terminations, enhancing its versatility.', 'Value of the Product2': 'The ES38-18/200-18C transducer is designed with a compact size and light weight, allowing for easy mounting on various subsea platforms. It offers a wide frequency range, ensuring efficient performance in different operational environments. Additionally, the transducer is equipped with a subsea cable with two different terminations, catering to specific connectivity needs.'}","The ES38-18/200-18C transducer operates at the nominal frequency of 38 kHz for the split-beam and 200 kHz for the single-beam, with beamwidths of 18° and a depth rating of 20 m. It has a maximum transmit power of 500 W for split-beam and 200 W for single-beam operation. The physical dimensions include a length of 416 mm, width of 172 mm, and a height of 94 mm. The transducer is also provided with a 5 m cable with a SubConn connector or a 20 m open-ended cable, along with a Test Report.",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18-200-18c/,"Fish finding, Ocean science"
Simrad ES38-18/200-18CR,https://www.simrad.online/td_038/es38_18_200_18cr/sales/es38_18_200_18cr_ds_en.pdf,"Key Features
- Wide-band split-beam and three-sector split-beam transducer
- Nominal frequency: 200 kHz (Single-beam), 38 kHz (Split-beam)
- Frequency range: Single-beam: 190-230 kHz, Split-beam: 35-45 kHz
- Depth rate: 20 m
- Beamwidths: 18°
- Maximum transmit power: Single-beam: 200 W, Split-beam: 500 W
- Physical dimensions: Diameter: 260 mm, Height: 116 mm
- Transducer Included in all deliveries: Transducer with 20 m open-ended cable, Test Report, Order number: 424437, 430754/B","The ES38-18/200-18CR is a combined transducer operating at two frequencies. It has a large bandwidth designed for fishery and research applications. The trandsucer includes two different transducers, a single-beam and a three-sector split-beam transducer. These can be operated simultaneously. The beamwidth remains 18° for both split-beam and single-beam transducer operation. The compact size and light weight of the transducer allows it to be mounted on a large variety of subsea platforms. It is provided with an open-ended subsea cable.","Technical specifications
- Max. source level: 217 dB re µPa per V @ 1 m
- Weight: In air: 10. kg (incl. cable), In water: 1.3 kg (incl. cable)
- Transmit sensitivity (Su): 176 dB re µPa per V @ 1 m
- Cable length: 20 m, Cable diameter: 10.4±0.5 mm
- Sidelobe level: -18 dB
- Back radiation level: -25 dB
- Impedance (pr sector): 75 Ω
- Power specifications: Max. transmit power: 500 W
- Performance specifications: Max. pulse length: 16 ms, Max. duty cycle: 2 %
- Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18-200-18cr/,"Fish finding, Ocean science"
Simrad ES38-18DK,https://simrad.online/td_038/es38_18dk/es38_18dk_ds_en.pdf,"  - Wide-band split-beam width is 18° at a nominal operating frequency of 38 kHz
  - Available in two versions: single-beam and split-beam
  - Compact size and light weight
  - Equipped with a 2-meter cable terminated with a 4- or 8-pin male connector
  - Suitable for use with autonomous and subsea products","The Simrad ES38-18DK is a compact transducer designed for fishery and research applications. It is available in two different versions: a single-beam and a split-beam. The transducer has a wide-band split-beam width of 18° at a nominal operating frequency of 38 kHz, with three separate sectors. It is especially well suited for use with autonomous and subsea products such as the wideband autonomous transceiver (WBAT), wideband transceiver (WBT) mini, and WBT tube. The compact size and light weight of the transducer allow it to be mounted on a large variety of subsea platforms. The transducer is equipped with a 2-meter cable, terminated with a 4- or 8-pin male connector that fits directly into the range of subsea transceivers provided by the manufacturer. To order the ES38-18DK transducer, customers can contact their local dealer or use the manufacturer's website for more information.","  - Nominal frequency: 38 kHz
  - Frequency range: 35 to 45 kHz
  - Beamwidth: 18°
  - Depth rating: 1500 m
  - Max. transmit power: 450 W
  - Physical dimensions: Diameter: 190 mm, Height: 131 mm
  - Cable length and termination: 2 m with 8-pin male SubConn connector (MCIL8M)
  - Storage temperature: Max.: +60°C, Min.: -20°C
  - Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18dk/,"Fish finding, Ocean science"
Simrad ES38-7,https://www.simrad.online/td_038/es38_7/sales/es38_7_ds_en_a4.pdf,"Key Features
- Wide-band split-beam transducer for fishery and fishery research applications
- Nominal frequency of 38 kHz
- Beamwidth of 7 degrees
- Maximum input power of 2000 W
- Physical dimensions: Diameter - 478 mm, Height - 145 mm
- Delivery includes transducer, stuffing tube, cable gland, mounting hardware","The Simrad ES38-7 is a wide-band split-beam transducer designed for fishery and fishery research applications. It comes with a beamwidth of 7 degrees at a nominal operational frequency of 38 kHz. The transducer has four separate sectors and includes a sensor to measure the sea temperature. It can be mounted flush with the hull plating, the bottom of a blister, or at the bottom of a drop keel. The transducer is provided with an installation flange and a clamping ring for secure mounting. It is available with optional items such as transducer cable, mounting ring, and stuffing tube. The technical specifications include performance specifications, power specifications, weight and outline dimensions, environment requirements, and rules for transducer handling. The transducer connects to terminals on a circular 12-pin Amphenol socket part number 099-133981.","Technical Specifications
- Performance specifications: Nominal frequency, Frequency range, Beamwidth, Figure of merit, Maximum source level, Transmit sensitivity, Receive sensitivity, Sidelobe level, Back radiation level, Impedance
- Power specifications: Max. input power, Max. pulse length, Max. duty cycle
- Weight and outline dimensions: Physical dimensions, Weight, Cable length, Bending radius
- Environment requirements: Storage temperature, Operating temperature
- Rules for transducer handling
- Connections to a circular transducer socket",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38_7/,"Fish finding, Ocean science"
Simrad ES38B,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/38-and-es38/es38b/164247ae_es38b_data_sheet_english.pdf,"Key Features:
- Resonant frequency of 38 kHz
- Circular beamwidth of 7 ±1°
- Directivity of 28.0 ±1 dB
- Nominal impedance of 19Ω (Each quadrant: 75Ω)
- Transmitting response of -10 183 dB re 1μPa per V
- Cable length of 20 m
- Electroacoustic efficiency of 50%
- Max. transducer depth of 50 m
- Storage temperature range of -40 to +55° C","The Simrad ES38B is a high power split-beam transducer with a resonant frequency of 38 kHz and circular beamwidth of 7 ±1°. It incorporates 88 piezo-ceramic elements distributed over four quadrants, offering a directivity of 28.0 ±1 dB and an equivalent two-waybeam angle of -20.5 ±1 dB. The transducer has a nominal impedance of 19Ω (Each quadrant: 75Ω) and features a transmitting response of -10 183 dB re 1μPa per V. With a transmitting response of -10 183 dB re 1μPa per V, this transducer ensures reliable performance in various marine environments. The ES38B also boasts a cable length of 20 m and a weight of 40 kg without the cable, making it suitable for a range of applications. Additionally, the transducer's electroacoustic efficiency of 50% further enhances its performance, ensuring efficient and sustainable use in fisheries. The ES38B is designed for a maximum transducer depth of 50 m and features a storage temperature range of -40 to +55° C, making it adaptable to different operating conditions.","Category: Transducer
Parameters and Parameter Value:
- Resonant frequency: 38 kHz
- Circular beamwidth: 7 ±1°
- Directivity: 28.0 ±1 dB
- Nominal impedance: 19Ω (Each quadrant: 75Ω)
- Transmitting response: -10 183 dB re 1μPa per V
- Cable length: 20 m
- Electroacoustic efficiency: 50%
- Max. transducer depth: 50 m
- Storage temperature: -40 to +55° C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38b/,"Fish finding, Ocean science"
