Product_Name,Product category,Application / use ,url,new_tags,tags_dict,tags,image_url
AIS physical shore stations,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,"{""tags"": [""AIS base station"", ""coastal surveillance"", ""AIS network"", ""IEC62320-1 compliant"", ""BSH approved""]}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""AIS base station, maritime electronics, vessel tracking, coastal surveillance, maritime traffic monitoring, communication equipment, AIS Base Station management""
}","https://www.kongsberg.com/contentassets/c8180d2a2fa84181ab714d9bd40d02dc/ais-physical-shore-station-1020x411.jpg?width=750&rxy=0.5,0.5"
Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"{
  ""tags"": [""software update"", ""dealer support"", ""registered distributors"", ""product support"", ""Kongsberg Maritime""]
}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
    ""tags"": ""sonar software, software update, marine communication, electronic chart display, communication equipment, data interpretation, high-speed data transfer, maritime safety, navigation aid tracking, remote operational coordination, vessel data management""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360
Maritime Broadband Radio - MBR,Maritime communications," Acoustic Telemetry for Fish Studies, Fisheries Research Software, Fishery Sonar Systems, Multibeam Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/maritime-broadband-radio/,"{""tags"": [""marine communication"", ""high-speed data transfer"", ""remote operational coordination"", ""live video streaming"", ""offshore connectivity""]}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
    ""tags"": ""marine communication, satellite communication, high-speed data transfer, maritime safety, vessel data management, offshore connectivity""
}","https://www.kongsberg.com/globalassets/maritime/km-products/pictures/mbr_1x9_mkii_transp.png?width=500&rxy=0.5,0.5"
AIS space receivers,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/ais-space-receiver/,"{""tags"": [""satellite_tracking"", ""maritime_communication"", ""space-based_ais"", ""sdr_technology"", ""vessel_detection""]}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""AIS transponder, satellite communication, AIS system, transceiver, maritime electronics, IMO compliant, high-speed data transfer, vessel tracking, space-based_ais, maritime traffic monitoring""
}","https://www.kongsberg.com/contentassets/b015aabb74e9417899ad8cdfabee5ab1/space_earth_1920x500.jpg?width=1500&rxy=0.5,0.5"
VDES space transceivers,Maritime communications," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/vdes-space-transceivers/,"{
  ""tags"": [""space communication"", ""transceiver"", ""satellite communication"", ""space technology"", ""communication equipment""]
}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""AIS transponder, satellite communication, transceiver, maritime electronics, high-speed data transfer, vessel tracking, collision avoidance, maritime safety, space-based_ais, offshore connectivity""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Automatic Identification System, AIS",Maritime communications," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-automatic-identification-sensor/,"{""tags"": [""marine navigation"", ""IMO compliant"", ""integrated bridge system"", ""SOLAS regulation"", ""AIS system""]}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
    ""tags"": ""AIS transponder, AIS base station, AIS system, AIS Base Station management, transceiver, maritime electronics, IMO compliant, vessel tracking, collision avoidance, maritime safety, maritime traffic monitoring, space-based_ais""
}","https://www.kongsberg.com/contentassets/bf03b9a2bb594e808781c4a1c59eee4a/ais-300-700x403.jpg?width=500&rxy=0.5,0.5"
Automatic identification system - AIS 200,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-automatic-identification-system/,"{
  ""tags"": [""marine navigation"", ""ship tracking"", ""vessel safety"", ""nautical communication"", ""collision avoidance""]
}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""AIS transponder, AIS system, transceiver, maritime electronics, IMO compliant, vessel tracking, collision avoidance, maritime safety, vessel safety, maritime traffic monitoring, vessel data management, space-based_ais""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
AIS 200 P - portable Automatic Identification System,Maritime communications," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-p-portable-automatic-identification-system/,"{
  ""tags"": [""marine navigation"", ""AIS transponder"", ""portable"", ""maritime safety"", ""vessel tracking""]
}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""AIS transponder, maritime electronics, portable, vessel tracking, collision avoidance, maritime safety, navigation aid tracking""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Latest software versions,Maritime communications," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/support/simradsupport/simradsw/,"{
    ""tags"": [""software update"", ""new release"", ""technology"", ""application"", ""digital""]
}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
    ""tags"": ""software update, data interpretation, high-speed data transfer""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360
Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"{""tags"": [""software update"", ""dealer exclusive"", ""license required"", ""product support"", ""maritime electronics""]}","{
    ""Product Type"": [""thermal_printer"", ""newsletter"", ""AIS transponder"", ""sonar software"", ""AIS base station"", ""integrated bridge system"", ""marine communication"", ""software update"", ""satellite communication"", ""AIS system"", ""electronic chart display"", ""communication equipment"", ""AIS Base Station management""],
    ""Technology"": [""photographic_quality_output"", ""3D profiling"", ""transceiver"", ""maritime electronics"", ""IMO compliant"", ""data interpretation"", ""electromagnetic"", ""large_format_thermal_printing"", ""multi-head sonar support"", ""advanced_greyscale_capabilities"", ""high_resolution_imaging"", ""sdr_technology"", ""high-speed data transfer""],
    ""Application"": [""vessel tracking"", ""collision avoidance"", ""maritime safety"", ""underwater survey"", ""vessel safety"", ""navigation aid tracking"", ""coastal surveillance"", ""maritime traffic monitoring"", ""remote operational coordination"", ""vessel data management"", ""space-based_ais"", ""offshore connectivity"", ""portable""]
}","{
  ""tags"": ""sonar software, software update, high-resolution_imaging, data interpretation, vessel tracking, maritime safety, navigation aid tracking, maritime traffic monitoring""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360
Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coating"", ""hull protection"", ""anti-fouling"", ""boat maintenance"", ""eco-friendly paint""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""tags"": ""marine coating, anti-fouling, hull protection""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
HAIN Reference for DP,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/hain/hain-reference/,"{
  ""tags"": [""Inertial Measurement Unit"", ""Inertial Navigation System"", ""Hydroacoustic Positioning"", ""Dynamic Positioning"", ""Maritime Navigation""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""tags"": ""acoustic control system, Inertial Navigation System, BOP operation""
}","https://www.kongsberg.com/contentassets/908f79d5012e4bfba5345fa62e5ba41c/dp_web_2.png?width=1500&rxy=0.5,0.5"
Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coatings"", ""hull protection"", ""biofouling prevention"", ""environmentally friendly"", ""ship maintenance""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
  ""tags"": ""marine coating, anti-fouling, hull protection""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coating"", ""protective paint"", ""hull treatment"", ""biofouling prevention"", ""eco-friendly""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
  ""tags"": [""marine coating"", ""anti-fouling"", ""hull protection""]
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coatings"", ""hull protection"", ""biofouling prevention"", ""eco-friendly"", ""boat maintenance""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""tags"": ""marine coating, anti-fouling, hull protection""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coatings"", ""biofouling prevention"", ""hull paint"", ""eco-friendly"", ""ship maintenance""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""tags"": ""marine coating, anti-fouling, hull protection""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Acoustic control system for BOP operation,Naval," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-control-system/ACS500/,"{""tags"": [""acoustic telemetry"", ""offshore communication"", ""subsea technology"", ""emergency control system"", ""hydroacoustic integration""]}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""Tags"": [""acoustic control system"", ""BOP operation""]
}","https://www.kongsberg.com/contentassets/4b95710e4f32457ba2025065bfdd294a/acs-500.jpg?width=1500&rxy=0.5,0.5"
ACS400 - Acoustic control system for BOP operation,Naval," Sonar Heads, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-control-system/acs400-acoustic-control-system-for-bop-operation/,"{""tags"": [""acoustic control system"", ""BOP operation"", ""oilfield equipment"", ""sound based control"", ""drilling technology""]}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
  ""tags"": ""acoustic control system, Hydroacoustic Positioning, BOP operation""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Mobile Early Leak Detection System,Naval," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/subsea-monitoring/MELDS/,"{
  ""tags"": [""leak detection"", ""early warning"", ""water management"", ""smart monitoring"", ""infrastructure safety""]
}","{
    ""Product Type"": [""marine coating"", ""acoustic control system"", ""leak detection""],
    ""Technology"": [""anti-fouling"", ""Hydroacoustic Positioning"", ""acoustic telemetry"", ""Inertial Navigation System""],
    ""Application"": [""hull protection"", ""BOP operation"", ""early warning"", ""infrastructure safety""]
}","{
    ""tags"": ""leak detection, acoustic telemetry, early warning""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Multibeam sonar, M3 Sonar®",Seafloor mapping," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3/,"{
  ""tags"": [""multibeam imaging"", ""bathymetric survey equipment"", ""underwater inspection sonar"", ""3D point cloud generation"", ""IHO compliant""]
}","{
    ""Product Type"": [
        ""portable hydrographic system"",
        ""multibeam echosounder"",
        ""side scan sonar"",
        ""echo sounder""
    ],
    ""Technology"": [
        ""multibeam sonar"",
        ""sidescan sonar"",
        ""sonar_signal_processing"",
        ""multifrequency""
    ],
    ""Application"": [
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","{
    ""tags"": [
        ""multibeam echosounder"",
        ""multibeam sonar"",
        ""sonar_signal_processing"",
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","https://www.kongsberg.com/contentassets/4f76fece62e74f48ad12594d3a8c04c0/02_m3.jpg?width=1500&rxy=0.5,0.5"
"Portable Hydrographic System, M3 Sonar®",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3-sonar-PHS/,"{""tags"": [""hydrographic_survey_equipment"", ""sonar_mapping_system"", ""underwater_inspection"", ""marine_structures_inspection"", ""portable_sonar""]}","{
    ""Product Type"": [
        ""portable hydrographic system"",
        ""multibeam echosounder"",
        ""side scan sonar"",
        ""echo sounder""
    ],
    ""Technology"": [
        ""multibeam sonar"",
        ""sidescan sonar"",
        ""sonar_signal_processing"",
        ""multifrequency""
    ],
    ""Application"": [
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","{
    ""tags"": ""portable hydrographic system, multibeam sonar, seafloor mapping, ocean floor mapping, marine survey, bathymetric mapping""
}","https://www.kongsberg.com/contentassets/d08ab59d2858463f8e2f4336f11b788a/m3-sonar-image-of-concrete-mats.jpg?width=1500&rxy=0.5,0.5"
"Multibeam Sonar, Flexview",Seafloor mapping," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/flexview/,"{""tags"": [""multibeam sonar"", ""underwater imaging"", ""rapid transducer replacement"", ""ROV compatible"", ""high-resolution sonar""]}","{
    ""Product Type"": [
        ""portable hydrographic system"",
        ""multibeam echosounder"",
        ""side scan sonar"",
        ""echo sounder""
    ],
    ""Technology"": [
        ""multibeam sonar"",
        ""sidescan sonar"",
        ""sonar_signal_processing"",
        ""multifrequency""
    ],
    ""Application"": [
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","{
    ""tags"": ""multibeam echosounder, multibeam sonar, seafloor mapping, ocean floor mapping, marine survey, bathymetric mapping""
}","https://www.kongsberg.com/contentassets/425fa353803d4c19bd4b4b1175da9081/flexview-1020x679.jpg?width=500&rxy=0.5,0.5"
HIGH RESOLUTION 1171 SONAR HEADS,Seafloor mapping," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/high-resolution-1171-sonar-heads/,"{""tags"": [""underwater sonar"", ""high-definition imaging"", ""subsea surveying"", ""diving support"", ""shipwreck documentation""]}","{
    ""Product Type"": [
        ""portable hydrographic system"",
        ""multibeam echosounder"",
        ""side scan sonar"",
        ""echo sounder""
    ],
    ""Technology"": [
        ""multibeam sonar"",
        ""sidescan sonar"",
        ""sonar_signal_processing"",
        ""multifrequency""
    ],
    ""Application"": [
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","{
    ""tags"": ""multibeam echosounder, side scan sonar, multibeam sonar, sidescan sonar, sonar_signal_processing, seafloor mapping, ocean floor mapping, marine survey, bathymetric mapping""
}","https://www.kongsberg.com/contentassets/2842be90c81b4c129b61fe7bd4b3b44f/image1.jpg?width=1500&rxy=0.5,0.5"
EM 2040 PHS Portable Hydrographic System ,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-phs-portable-hydrographic-system-/,"{""tags"": [""multibeam echo sounder"", ""hydrographic surveying"", ""portable sonar technology"", ""KONGSBERG"", ""high resolution bathymetry""]}","{
    ""Product Type"": [
        ""portable hydrographic system"",
        ""multibeam echosounder"",
        ""side scan sonar"",
        ""echo sounder""
    ],
    ""Technology"": [
        ""multibeam sonar"",
        ""sidescan sonar"",
        ""sonar_signal_processing"",
        ""multifrequency""
    ],
    ""Application"": [
        ""seafloor mapping"",
        ""ocean floor mapping"",
        ""marine survey"",
        ""bathymetric mapping""
    ]
}","{
    ""tags"": ""portable hydrographic system, multibeam echosounder, multibeam sonar, seafloor mapping, ocean floor mapping, marine survey, bathymetric mapping""
}","https://www.kongsberg.com/globalassets/completecompatportable-header21128.jpg?width=500&rxy=0.5,0.5"
