Product_Name,Product category,Introduction,Block1,Block2,Block3,Features,Technical Specifications,url,Data sheets,downloads,product_family_name,is_range
Simrad 50-18POR,"Seafloor mapping, Geophysical survey",,,,," - Portable, single-beam transducer
 - Compact, cylindrical housing
 - Resonant frequency of 50 kHz
 - Cable length of 15 m
 - Circular beamwidth of 18 deg ±3
 - Cable diameter of 9.5 mm
 - Weight without cable of 2 kg
 - Weight with cable of 4.5 kg
 - Side lobes less than -15 dB
 - Back radiation less than -25 dB
 - Maximum transducer depth of 10 m
 - Transmitting response of 207 dB ±2 re 1µPa per A
 - Receiving sensitivity in open circuit is -181 dB ±2 re 1V per µPa
 - Electroacoustic efficiency of 0.70 ±0.20
 - Maximum pulse power input of 500 W
 - Maximum continuous power input of 10 W","Category: Transducer
 - Resonant frequency: 50 kHz
 - Cable length: 15 m
 - Beamwidth, circular: 18 deg ±3
 - Cable diameter: 9.5 mm
 - Weight without cable: 2 kg
 - Weight with cable: 4.5 kg
 - Side lobes: less than -15 dB
 - Back radiation: less than -25 dB
 - Maximum transducer depth: 10 m
 - Transmitting response: 207 dB ±2 re 1µPa per A
 - Receiving sensitivity, open circuit: -181 dB ±2 re 1V per µPa
 - Electroacoustic efficiency: 0.70 ±0.20
 - Maximum pulse power input: 500 W
 - Maximum continuous power input: 10 W",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18por/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/160964_50-18por.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/160964_50-18por.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.chm']}",,
Simrad 50-7,Underwater navigation & positioning,,,,,"Key Features: 
- Medium size, 50 kHz single beam echo sounder transducer 
- Incorporates 48 Tonpilz elements 
- Circular transducer body for easy mounting 
- Order number: KSV-203665","Technical Specifications: 
- Resonant frequency: 50 kHz 
- -3 dB bandwidth: 10 kHz 
- Circular beamwidth: 7 deg 
- Directivity D: 650 
- DI = 10 log D: 28 dB 
- Equivalent two-way beamangle Ψ: 0.009 
- 10 log Ψ: -20.5 dB 
- Nominal impedance: 75 ohm 
- Max. variation in |Z|: 60 to 95 ohm 
- Max. variation in phase angle: ±30 deg 
- Transmitting response: mS-10 at 177.5 dB re 1μPa per V 
- Receiving sensitivity, open-circuit: -173 dB re 1V per μPa 
- Electro-acoustic efficiency: 0.50 
- Max. pulse power input: 2000 W 
- Max. continuous input: 30 W 
- Max. transducer depth: 20 m 
- Cable length: 20 m 
- Cable diameter: 11 mm 
- Weight: 18 kg 
- Storage temperature: -20° to 70°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-7/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/164331ab_50-7_product_specification_english.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/164331ab_50-7_product_specification_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/203337ab_mounting_ring_with_dwg.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/203430ab_blister_with_dwg.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/305270aa_50-7_installation_manual_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/305270aa_50-7_installation_manual_english.chm', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/simrad_50-7_installation_drawings.zip']}",,
Simrad 50/200 Combi C,"Inertial solutions, ",,,,," - Combined 50/200 kHz transducer with temperature sensor
 - Streamlined shape for hull mounting
 - Order number: KSV-202193
 - Operating frequencies: 50 kHz and 200 kHz
 - Cable must not be exposed to oil or petroleum fluids
 - For more information, visit www.simrad.com"," - Nominal impedance: 75 ohms at 200 kHz
 - Resonant frequency: 200 kHz
 - Maximum pulse power input: 1000 W
 - Cable length: 10 m
 - Maximum transducer depth: 20 m
 - Storage temperature: -20 to 70°C
 - Electroacoustic efficiency: 60% at 50 kHz
 - Beam patterns available for 50kHz transverse, 50kHz longitudinal, and 200kHz
 - Pin colors for signal transmission",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50200-combi-c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/164052_50-200_combi_c.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/164052_50-200_combi_c.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/165183_50-200_combi_c_installation_manual.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/simrad_50-200_combi_c_installation_drawings.zip']}",,
Simrad 50/200 Combi D,Inertial solutions,,,,,Combined transducers and temperature sensor in single housing. Streamlined shape for hull mounting on small vessels. Nominal impedance of 75 ohms. Maximum pulse power input of 1000 W. Maximum continous power input of 10 W. Maximum transducer depth of 20 m. Cable length of 15 m. Resonant frequency of 200 kHz. Weight with cable of 8 kg. Directivity of 28.5 dB. Side lobes less than -18 dB. Back radiation less than -30 dB.,"Nominal impedance, 75 ohms. Maximum pulse power input, 1000 W. Maximum continous power input, 10 W. Maximum transducer depth, 20 m. Cable length, 15 m. Resonant frequency, 200 kHz. Weight with cable, 8 kg. Directivity, 28.5 dB. Side lobes, less than -18 dB. Back radiation, less than -30 dB.",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/50_200_combi_d/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/164211_50-200_combi_d.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/164211_50-200_combi_d.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/165216_50-200_combi_d_ins.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/50/simrad_50-200_combi_d_installation_drawings.zip']}",,
Simrad BR90,Inertial solutions,,,,,"Integrated antennas
Easy installation with integrated bracket
High-speed data transfer
High capacity communication
Robust data, voice, and video transfer",I don't know,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,,"{'Downloads': ['https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/br90docs/'], 'Additional product information': ['https://www.kongsberg.com//maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/br90docs/']}",,
Simrad C-All,Inertial solutions,,,,,"The key features of the SIMRAD C-ALL echo sounder transducer include:
- All in one design
- Compact size that fits all types of fishing vessels
- Easy installation
- Four operating frequencies (38, 70, 120, and 200 kHz) in a single body
- Perfect fit for Simrad ES80 echo sounder with drawings Wide Beam Transceiver (WBT)","The technical specifications of the SIMRAD C-ALL echo sounder transducer are as follows:
- Nominal frequencies: 38, 70, 120, and 200 kHz
- Bandwidth: 38 kHz: 35 to 42 kHz, 70 kHz: 60 to 80 kHz, 120 kHz: 100 to 140 kHz, 200 kHz: 180 to 220 kHz
- Beamwidth: 18° (each element)
- Depth rating: 60 m
- Sidelobe level: -17 dB
- Impedance: 75 Ω (each element)
- Max. input power: 500 W (38 kHz), 250 W (other frequencies)
- Maximum pulse length: 4 ms
- Maximum duty cycle: 1 %
- Physical dimensions: Diameter: 300 mm, Height: 116 mm (body), Total height: 198 mm
- Weight: In air: 9.1 kg, In water: 1.0 kg, Cable length: 20 m, Cable diameter: 12.4±0.5 mm, Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical)
- Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.simrad.online/c-all/sales/c_all_ds_en_a4.pdf,"{'Datasheet': ['https://www.simrad.online/c-all/sales/c_all_ds_en_a4.pdf'], 'End-user documentation': ['https://www.simrad.net/c-all/documents.htm', 'https://www.simrad.net/c-all/drawings.htm', 'https://www.simrad.net/c-all/sales.htm', 'https://www.simrad.net/c-all/documents.htm'], 'Manual': ['https://www.simrad.online/c-all/ins_en/']}",,
Simrad CP200-5C,Inertial solutions,,,,,"Frequency: 200 kHz
Beamwidth, ADCP elements: 5 degrees
Beamwidth, fish-finding element: 30 degrees
Cable length: 20 metres
Weight (in air, with cable): 13.3 kg",I don`t know,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/,,"{'End-user documentation': ['https://simrad.net/cp200-5c/documents.htm', 'https://simrad.net/cp200-5c/documents.htm', 'https://simrad.net/cp200-5c/documents.htm'], 'Manual': ['https://www.simrad.online/cp200_5c/ins_en/index.htm', 'https://www.simrad.online/sy50/ins_fr/index.htm'], 'Simrad product catalogue': ['https://www.simrad.net/cat/catalogues.htm']}",,
Simrad CP60,Inertial solutions,,,,," - Measures up to five individual layers of water current
 - Operates on 200 kHz frequency
 - Provides water current speed and geographical or relative direction
 - Offers a backscatter display for each channel
 - Enables export of measured water current data to other systems
 - Features a built-in single-beam echo sounder with a 27-degree beam opening angle
 - Recommend connecting a motion reference unit (MRU) for maximum measurement accuracy
 - Calibration with CP200-5C transducer required for precise and correct detailed data",I don`t know,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/,,"{'Pages': ['https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60docs/', 'https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60sw/', 'https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60sys/', 'https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60procunit/'], 'Related transducers': ['https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/'], 'Available documents': ['https://www.simrad.net/cp60/documents.htm', 'https://www.simrad.net/cp60/documents.htm', 'https://www.simrad.net/cp60/installation.htm', 'https://www.simrad.net/cp60/drawings.htm', 'https://www.simrad.net/cp60/sales.htm', 'https://www.simrad.net/cp60/certificates.htm', 'https://www.simrad.net/cp60/swrn.htm', 'https://www.simrad.net/cp60/installation.htm', 'https://www.simrad.net/cp60/documents.htm'], 'Additional product information': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60sys/', 'https://www.kongsberg.com//maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60sw/', 'https://www.kongsberg.com//maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60docs/', 'https://www.kongsberg.com//maritime/products/commercial-fisheries/fisheryadcp/cp60/cp60procunit/']}",,
Simrad EC150-3C (ADCP),Inertial solutions,,,,,"Key Features:
- State of the art current velocity and backscatter measurements
- Easy synchronization
- Wideband capability
- Built-in sphere calibration
- Integration of auxiliary sensor data in the data files
- User friendly and flexible user interface
- Low installation costs","Technical Specifications:
- Echo sounder performance
  - Number of beams: 1 split beam
  - Beam width: 2.5 deg @ 150 kHz
  - Pulse type: CW or FM
  - Calibration functionality: Included
  - Nominal frequency: 150 kHz
- Output specifications
  - Frequency range: 130 to 170 kHz
  - Dynamic range: 135 dB
- ADCP performance
  - Number of beams: 4
  - Beam vertical tilt: 30 degrees
  - Beam width: 3 degrees @ 150 kHz
  - Pulse type: CW or FM
  - Cell size: 2 to 16 m
  - Max range: > 400 m @ CW, 8 m cell size
- Weight and outline dimensions
  - Weight: 5 kg
  - Largest diameter: 346 mm
  - Depth: 171 mm
  - Power Consumption: 70 W
- Interfaces
  - Internal sensor: Temperature -5 to +50°C
  - External sensors: Position, Attitude, and Heading -20 to +60 °C",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/adcp/ec150-3c/,https://www.simrad.online/ek80/sales/ek80_adcp_ds_en_a4.pdf,"{'Downloads': ['https://www.simrad.online/ek80/sales/ek80_adcp_ds_en_a4.pdf', 'https://www.simrad.net/ek80/adcp_ec150_3c.htm', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/ek80software/ek80sw/', 'https://www.simrad.net/ek80/adcp_ec150_3c_order.htm']}",,
ST2400,"Communication solutions, Naval",,,,,I don't know,"
• Active frequency range: 22 to 29 kHz
• Source level (omni): 213 dB (re. 1 µPa at 1 m)
• Transmitter modes: FM, CW
• Receiver modes: FM, CW, Passive
• Operating modes: Omni, Sector, Single beam
• Beamwidths:
Sector, horizontal: 30°, 60°, 120°
Single beam, horizontal: 8° ±2°
Single beam, vertical: 12° ±2°
• Horizontal coverage: 360° omni mode
• Number of horizontal beams in reception (omni): 128
• Detection range (target strength 0 dB, salinity 20 ‰):
Typically 5500 m at 24 kHz
Typically 6000 m at 22 kHz
• Maximum sonar operating depth: 150 m
• Maximum towing speed: 16 knots
• Total length of tow cable: 200 m
• Stabilization in yaw: Yes
• Stabilization in roll and pitch: No",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warfare-sonar-st-2400/,,{},,
Simrad ES120-18CDK,"Seafloor mapping, Geophysical survey",,,,," - Compact wide-band split-beam transducer
 - Nominal frequency: 120 kHz
 - Frequency range: 100-155 kHz
 - Beamwidth: 18°
 - Maximum input power: 300 W
 - Physical dimensions: Diameter - 66 mm, Height - 55 mm, Depth rate - 1500 m
 - Included in all deliveries: Split-beam transducer w/2 m cable and SubConn connector, Single-beam transducer w/2 m cable and SubConn connector, Test Report 110-0002753/B","Nominal frequency: 120 kHz
Frequency range: 100-155 kHz
Beamwidth: 18°-20
Figure of merit: -14 dB
Max. source level: 221 dB re µPa per V @ 1 m
Transmit sensitivity (Su): 177 dB re µPa per V @ 1 m
Receive sensitivity (Mt): -192 dB re 1V per µPa @ 1 m
Sidelobe level: -16 dB
Back radiation level: -30 dB
Max. input power: 300 W
Max. pulse length: 8 ms
Max. duty cycle: 1 %
Physical dimensions: Diameter - 66 mm, Height - 55 mm (body), Total height - 95 mm
Weight: In air - 0.45 kg (incl. 2 m cable w/connector), In water - 0.23 kg (incl. 2 m cable w/connector)
Cable length: 2 m and SubConn connector (MCIL4M) for single-beam, 2 m and SubConn connector (MCIL8M) for split-beam
Cable diameter: 10.4 ±0.5 mm
Bending radius: Static - 100 mm (theoretical), Dynamic - 185 mm (theoretical)
Environment requirements: Storage temperature: Max. +60°C, Min. -20°C, Operating temperature: Max. +40°C, Min. -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,https://www.simrad.online/td_120/es120_18cdk/es120_18cdk_ds_en.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES120-7C,"Seafloor mapping, Geophysical survey",,,,," - Wide-band split-beam transducer for fishery and research applications
 - Nominal operational frequency of 120 kHz
 - Beamwidth of 7 degrees
 - Equipped with four separate sectors and a sensor to measure sea temperature
 - Can be mounted flush with hull plating, bottom of a blister, or at the bottom of a drop keel
 - Transducer cable penetrates the hull using a stuffing tube and a cable gland
 - Optional items such as different cable lengths and connectors are available for ordering"," - Nominal frequency: 120 kHz
 - Frequency range: 90-170 kHz
 - Beamwidth: 7°
 - Max. input power: 1000 W
 - Physical dimensions: Diameter: 180 mm, Height: 85 mm
 - Depth rating: 20 meters
 - Storage temperature: Max.: +60°C, Min.: -20°C
 - Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,https://www.simrad.online/td_120/es120_7c/es120_7c_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES120-7CD,Surface navigation & positioning,,,,,"Key Features:
- Wide-band split-beam transducer for fishery and research applications
- Resonant frequency of 120 kHz
- Frequency range of 95 to 145 kHz
- Depth rate of 1500 m
- Beamwidth of 7°
- Maximum input power of 500 W
- Physical dimensions: Diameter 180 mm, Height 85 mm
- Order number: 419615 transducer with a 2 m cable using a SubConn connector","Technical Specifications:
- Resonant frequency: 120 kHz
- Frequency range: 90 to 170 kHz
- Beamwidth: 7°
- Depth rating: 1500 m
- Max. source level: 224 dB re µPa @ 1 m
- Transmit sensitivity (Su): 185 dBre µPa per V @ 1 m
- Receive sensitivity (Mt): -185 dB re 1 V per µPa @ 1 m
- Sidelobe level: -21 dB
- Back radiation level: -40 dB
- Impedance (each sector): 75 Ω
- Max. input power: 500 W
- Max. pulse length: 16 ms
- Max. duty cycle: 1 %
- Weight: In air 4.5 kg (including 2 m cable with SubConn), In water 2.2 kg (including 2 m cable with SubConn)
- Cable length: 2 m and SubConn connector
- Cable diameter: 12.4±0.5 mm
- Bending radius: Static 100 mm (theoretical), Dynamic 185 mm (theoretical)
- Storage temperature: Max. +60°C, Min. -20°C
- Operating temperature: Max. +40°C, Min. -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,https://simrad.online/td_120/es120_7cd/es120_7cd_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES120-7G,"Underwater navigation & positioning, Inertial solutions",,,,,"Resonant frequency: 120 kHz
Receiving sensitivity, open circuit: -186.5 dB ±2
Beamwidth, circular: 7 deg ±1 re 1V per µPa
Directivity: Electroacoustic efficiency: 0.70 ±0.20
D: 650 ±20%
Maximum pulse power input: 1000 W
DI=10logD: 28 ±1 dB
Maximum continuous power input: 10 W
Equivalent two-way beam angle: Maximum transducer depth: 150 m
Ψ: 0.009 ± 20% steradain
Cable length: 20 m
10 logΨ: -20.5 ±1 dB
Cable diameter: 10.6 ±0.50 mm
Side lobes: less than -15 dB
Weight without cable: 2 kg
Back radiation: less than -30 dB
Storage temperature: -20 to 70 °C
Angle sensitivity: Phase angle/angle to target: 21
Impedance: Nominal: 5 ohms
Max. variation in |Z|: 11 - 20 ohms
Max variation in phase angle: ±30 deg
Transmitting response: 185.0 dB ±2 re 1µPa per V","Resonant frequency, parameter value: 120 kHz
Receiving sensitivity, open circuit, parameter value: -186.5 dB ±2
Beamwidth, circular, parameter value: 7 deg ±1 re 1V per µPa
Directivity: Electroacoustic efficiency, parameter value: 0.70 ±0.20
D, parameter value: 650 ±20%
Maximum pulse power input, parameter value: 1000 W
DI=10logD, parameter value: 28 ±1 dB
Maximum continuous power input, parameter value: 10 W
Equivalent two-way beam angle, parameter value: Maximum transducer depth: 150 m
Ψ, parameter value: 0.009 ± 20% steradain
Cable length, parameter value: 20 m
10 logΨ, parameter value: -20.5 ±1 dB
Cable diameter, parameter value: 10.6 ±0.50 mm
Side lobes, parameter value: less than -15 dB
Weight without cable, parameter value: 2 kg
Back radiation, parameter value: less than -30 dB
Storage temperature, parameter value: -20 to 70 °C
Angle sensitivity, parameter value: Phase angle/angle to target: 21
Impedance: Nominal, parameter value: 5 ohms
Max. variation in |Z|, parameter value: 11 - 20 ohms
Max variation in phase angle, parameter value: ±30 deg
Transmitting response, parameter value: 185.0 dB ±2 re 1µPa per V",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/164125_es120-7g.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/120-and-es120/164125_es120-7g.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.chm']}",,
Simrad ES18,Surface navigation & positioning,,,,," - Split-beam transducer
 - Incorporating 44 Tonpilz elements
 - Resonant frequency of 18 kHz
 - Circular beamwidth of 11 deg ±2
 - Maximum pulse power input of 2000 W
 - Maximum transducer depth of 50 m
 - Cable length of 20 m
 - Weight of 85 kg without cable
 - Side lobes less than -18 dB
 - Back radiation less than -35 dB
 - Nominal impedance of 15 ohms","Transducer, Resonant frequency, 18 kHz
Transducer, Electroacoustic efficiency, 0.60 ±0.20
Transducer, Beamwidth, circular, 11 deg ±2
Transducer, Maximum pulse power input, 2000 W
Transducer, Maximum continous power input, 100 W
Transducer, Maximum transducer depth, 50 m
Transducer, Cable length, 20 m
Transducer, Cable diameter, 12.4±0.5 mm
Transducer, Weight without cable, 85 kg
Transducer, Storage temperature, -20 to 70 °C
Transducer, Side lobes, less than -18 dB
Transducer, Back radiation, less than -35 dB
Transducer, Impedance, Nominal value, 15 ohms",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td18khz/es18/,https://www.simrad.online/td_018/es18/sales/es18_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES200-7C,"Cloud solution, Underwater navigation & positioning",,,,,"Key Features:
- Wide-band split-beam transducer for fishery and research applications
- Nominal frequency is 200 kHz
- Frequency range: 160 to 260 kHz
- Beamwidth is 7 degrees
- Maximum input power is 1000 W
- Physical dimensions: Diameter: 120 mm, Height: 75 mm","Technical Specifications:
- Nominal frequency: 200 kHz
- Frequency range: 160-260 kHz
- Beamwidth: 7 degrees
- Max. source level: 227 dB re µPa @ 1 m
- Transmit sensitivity (Su): 185 dB re µPa per V @ 1 m
- Receive sensitivity (Mt): -189 dB re 1 V per µPa @ 1 m
- Sidelobe level: -23 dB
- Back radiation level: -40 dB
- Impedance (each sector): 75 Ω
- Max. input power: 1000 W
- Max. pulse length: 16 ms
- Max. duty cycle: 1 %
- Weight: In air: 5.0 kg (incl. 20 m cable), In water: 1.0 kg (ex. cable)
- Cable length: 20 m and open-end termination, 5 m and SubConn connector
- Cable diameter: 12.4 mm / 9 mm
- Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical)
- Depth rating: 20 meters
- Storage temperature: Max.: +60°C, Min.: -20°C
- Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,https://www.simrad.online/td_200/es200_7c/sales/es200_7c_ds_en_a4.pdf,"{'Downloads': ['https://www.simrad.online/td_200/es200_7c/es200_7c_ds_en_a4.pdf', 'https://www.simrad.net/es200-7c/documents.htm', 'https://www.simrad.net/es200-7c/documents.htm', 'https://www.simrad.net/es200-7c/index.htm']}",,
Simrad ES200-7CD,Fish finding,,,,,"Key Features 

- Wide-band split-beam transducer for fishery and research applications 
- Resonant frequency of 200 kHz 
- Frequency range of 160 to 260 kHz 
- Beamwidth of 7° 
- Depth rating of 1500m 
- Maximum input power of 300W 
- Physical dimensions: Diameter - 120mm, Height - 75mm 
- Optional items available for separate order: Mounting hardware, clamping ring, documents","Technical Specifications 

- Performance specifications: Resonant frequency - 200 kHz, Frequency range - 160 to 260 kHz, Beamwidth - 7°, Depth rating - 1500m, Figure of merit - -5 dB, Max. source level - 222 dB re µPa per 200 30V @ 1m, Transmit sensitivity (Su) - 184 dB re µPa per V @ 1m, Receive sensitivity (Mt) - -189 dB re 1 150 15V per µPa @ 1m, Sidelobe level - -25 dB, Back radiation level - -40 dB, Impedance (each sector) - 75 Ω 
- Power specifications: Max. input power - 300W, Max. pulse length - 16ms, Max. duty cycle - 1% 
- Weight and outline dimensions: Physical dimensions - Diameter: 120mm, Height: 75mm (body), Total height: 155mm, Weight - In air: 2kg (incl. 2m cable with SubConn), In water: 1kg, Cable length - 2m, Cable diameter - 12.4±0.5mm, Bending radius - Static: 100mm (theoretical), Dynamic: 185mm (theoretical) 
- Environment requirements: Storage temperature - Max.: +60°C, Min.: -20°C, Operating temperature - Max.: +40°C, Min.: -5°C 
- Rules for transducer handling: Various handling rules are provided to ensure the longevity and accuracy of the transducer.",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,https://simrad.online/td_200/es200_7cd/es200_7cd_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES200-7CDK,Fish finding,,,,,"The key features of the Simrad ES200-7CDK split-beam transducer include:
- Compact size and light weight
- Nominal frequency of 200 kHz
- Suitable for use with autonomous and subsea products
- Mountable on a variety of subsea platforms
- Delivered with cable and termination featuring an eight-pin male connector
- Available through local dealers or distributors","Nominal frequency: 200 kHz
Frequency range: 160-260 kHz
Beamwidth: 7 degrees
Maximum input power: 250 W
Physical dimensions: Diameter - 90 mm, Height - 78 mm, Cable length - 2 m
Depth rating: 1500 m version, 6000 m version
Storage temperature: -20°C to +60°C
Operating temperature: -5°C to +40°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,https://www.simrad.online/td_200/es200_7cdk/sales/es200_7cdk_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES333-7C,Fish finding,,,,,"Key Features for the Simrad ES333-7C are as follows: 
- Wide-band split-beam transducer for fishery and research applications 
- Nominal frequency of 333 kHz 
- Frequency range of 280-450 kHz 
- Beamwidth of 7 degrees 
- Maximum input power of 200 W 
- Physical dimensions: Diameter - 120 mm, Height - 75 mm 
- Available with two different transducer cables: 20 m open ended cable and 5 m cable fitted with a SubConn 
- Optional items included in all deliveries: Mounting hardware, documents, clamping ring, mounting ring, and transducer cable","Technical specifications for the Simrad ES333-7C transducer are as follows: 
- Performance specifications: Nominal frequency of 333 kHz, Frequency range of 280-450 kHz, Beamwidth of 7 degrees, Figure of merit at -11 dB, Max. source level of 220 dB re µPaper V @ 1 m, Transmit sensitivity (Su) of 183 dB re µPa per V @ 1 m, Receive sensitivity (Mt) at -194 dB re 1 V per µPa @ 1 m, Sidelobe level at -21 dB, Back radiation level at -40 dB, Impedance of 75 Ω for each sector, Max. input power of 200 W, Max. pulse length of 16 ms, Max. duty cycle of 1% 
- Weight and outline dimensions: In air - 5.0 kg (incl. 20 m cable), In air - 2.3 kg (incl. 5 m cable with SubConn), In water - 1.0 kg (ex. cable), Cable length of 20 m and open-end termination, 5 m and SubConn connector, Cable diameter of 12.4 mm /9 mm, Static bending radius of 100 mm (theoretical), Dynamic bending radius of 185 mm (theoretical) 
- Environment requirements: Depth rating of 20 meters, Storage temperature: Max. +60°C, Min. -20°C, Operating temperature: Max. +40°C, Min. -5°C 
- Rules for transducer handling: Includes guidelines for correct handling and precautions 
- Installation principle: Explains the installation process and components required 
- Connections: Provides detailed information on the connection points and configurations",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,https://www.simrad.online/td_333/es333_7c/es333_7c_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
