,Product_Name,Product category,Application / use ,url,new_tags
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"software updates, technical support, fish finding, training, retrofitting"
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"software updates, technical support, fish finding, vessel equipment, training"
,Maritime Broadband Radio - MBR,Maritime communications," Acoustic Telemetry for Fish Studies, Fisheries Research Software, Fishery Sonar Systems, Multibeam Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/maritime-broadband-radio/,"Maritime communications, high-speed data transfer, reliable performance, easy deployment, remote control."
,AIS space receivers,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/ais-space-receiver/,"AIS receivers, satellite technology, vessel detection, maritime safety, remote monitoring."
,VDES space transceivers,Maritime communications," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/vdes-space-transceivers/,"Transceiver, Space technology, Communication equipment, Marine technology, Wireless communication."
,"Automatic Identification System, AIS",Maritime communications," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-automatic-identification-sensor/,"Maritime communication, AIS technology, Ship navigation, Bridge integration, Receiver sensitivity."
,"Automatic Identification System, AIS",Maritime communications," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/discovery/products/navigation-systems/automatic-identification-system-ais/,"Maritime safety, Ship navigation, AIS integration, ECDIS interface, Easy installation and maintenance."
,Automatic identification system - AIS 200,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-automatic-identification-system/,"Marine safety, Vessel tracking, Real-time monitoring, Technical support, Crew training."
,AIS 200 P - portable Automatic Identification System,Maritime communications," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-p-portable-automatic-identification-system/,"compact, mobile, Lithium Ion batteries, technical support, training"
,Latest software versions,Maritime communications," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/support/simradsupport/simradsw/,"Software updates, Sonar systems, Echo sounder systems, Catch monitoring systems, Multibeam systems."
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"Anti-fouling, Transducer, Approved, Paint, Marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, paint, marine"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"Anti-fouling, Transducer, Marine, Paint, Approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"anti-fouling, transducer, marine, paint, technical support"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"anti-fouling, transducer, approved, marine, paint"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"anti-fouling, transducer, marine, paint, approved"
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"anti-fouling, transducer, approved, marine, coatings"
,HAIN Reference for DP,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/hain/hain-reference/,"Hydroacoustic, Inertial Navigation, Dynamic Positioning, Underwater Position Reference, Reliable Update Rate."
,Acoustic control system for BOP operation,Naval," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-control-system/ACS500/,"Acoustic control, BOP operation, subsea production, reliable communication, high reliability."
,ACS400 - Acoustic control system for BOP operation,Naval," Sonar Heads, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-control-system/acs400-acoustic-control-system-for-bop-operation/,"Acoustic control system, BOP operation, subsea production units, 24/7 technical support, conversions and retrofit, crew training."
,Mobile Early Leak Detection System,Naval," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/subsea-monitoring/MELDS/,"Leak Detection, Mobile System, Naval Technology, Early Warning, Monitoring Solution."
,"Multibeam sonar, M3 Sonar®",Seafloor mapping," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3/,"Seafloor mapping, underwater imaging, bathymetric data, ROV navigation, underwater inspections."
,"Portable Hydrographic System, M3 Sonar®",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3-sonar-PHS/,"affordable survey system, small multibeam sonar head, easy setup and take-down, clean and accurate data, shallow water surveys"
,"Multibeam Sonar, Flexview",Seafloor mapping," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/flexview/,"Underwater imaging, ROV technology, Marine surveying, Target detection, Field replacement transducer."
,HIGH RESOLUTION 1171 SONAR HEADS,Seafloor mapping," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/high-resolution-1171-sonar-heads/,"sonar heads, underwater inspection, high-definition images, subsea industry, scanning sonar, shipwreck analysis"
,EM 2040 PHS Portable Hydrographic System ,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-phs-portable-hydrographic-system-/,"seafloor mapping, multibeam echo sounder, portable hydrographic system, shallow water surveys, motion reference unit"
,GeoSwath Compact Survey Vessel,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/geoswath-compact-survey-vessel/,"Seafloor mapping, Surveying equipment, Hydrographic survey, Bathymetry, Marine technology."
,"EM 304 Multibeam echosounder, Max. 8000 m",Seafloor mapping," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-multibeam-echosounder-max.-8000-m,"Seafloor mapping, Multibeam echosounder, High resolution, Modular design, Acoustic ice protection, Real-time software"
,Portable Shallow Water Multibeam & Side Scan,Seafloor mapping," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/portable-shallow-water-multibeam--side-scan/,"Multibeam sonar, Side scan sonar, Seafloor imaging, Portable mapping equipment, Shallow water surveying."
,Shallow Water Multibeam & Side Scan,Seafloor mapping," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Data Synchronization, Data Management",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/shallow-water-multibeam--side-scan/,"Underwater surveying, Marine geophysics, Bathymetry mapping, Subsea imaging, Ocean floor analysis."
,"EM 124 Multibeam echosounder, Max. 11000 m",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-124-multibeam-echosounder-max.-11000-m,"seafloor mapping, multibeam echosounder, deep sea surveying, high resolution data, modular design"
,"EM 712 Multibeam echosounder, Max. 3600 m",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-712-multibeam-echosounder-max.-3600-m,"Seafloor mapping, high-resolution, multibeam echo sounder, deep-sea surveying, acoustic ice protection, real-time stabilization."
,"GeoSwath 4 Multibeam echosounder, Shallow Water",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/geoswath-4-multibeam-echosounder-shallow-water/,"Multibeam sonar, Seafloor surveying, Hydrographic mapping, Bathymetry, Underwater imaging"
,"GeoSwath 4R Multibeam echosounder, Shallow water, Compact",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/geoswath-4r-multibeam-echosounder-shallow-water-compact/,"Multibeam technology, High-resolution mapping, Portable equipment, Hydrographic surveying, Bathymetry data collection."
,EM 2040 MKII Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-multibeam-echosounder-max.-6000-m,"high resolution mapping, inspection, wide frequency range, short pulse lengths, dual swath, dual RX, dual TX, seabed image, water column display, 24/7 technical support, retrofit and refit, training"
,"EM 2040C MKII Multibeam echosounder, Max. 500 m",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-multibeam-echosounder-max.-500-m,"multibeam echosounder, high resolution mapping, shallow water, frequency range, short pulse lengths, dual head configuration, real-time software, 24/7 technical support, seafloor mapping."
,"EM 2040P MKII Multibeam echosounder, Max. 550 m",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-mkii-multibeam-echosounder-max.-550-m,"multibeam echosounder, high resolution mapping, shallow water, increased swath, improved data quality, IHO-S44, LINZ specification, 3-sector broadband, multi-frequency backscatter, wide area high frequency mapping mode, inspection mode, short pulse lengths, large bandwidth, roll pitch and yaw stabilization, dual swath, real-time software, post-processing software, 24/7 technical support, conversions retrofit and refit, training, SIS 5, seafloor mapping."
,EM 2040C Compact Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-compact-multibeam-echosounder/,"High resolution mapping, Shallow water surveys, Multibeam echosounder, Technical support, Training."
,EM 2040 Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-multibeam-echosounder/,"advanced multibeam technology, deep water sounding, high resolution bathymetry, 24/7 technical support, retrofit and refit services"
,EM 2000 Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2000-multibeam-echosounder/,"Multibeam echosounder, Seafloor mapping, Installation manual, Maintenance manual, End of Life notice."
,EM 2040P Portable multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-portable-multibeam-echosounder/,"Portable, Multibeam, Echosounder, Seafloor Mapping, Technical Support"
,EM 1002 Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-1002-multibeam-echosounder/,"Multibeam echosounder, Seafloor mapping, End of Life notice, Technical support, Training."
,EM 120 Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-120-multibeam-echosounder/,"Multibeam echosounder, Seafloor mapping, End of Life notice, Technical support, Training."
,EM 122 Multibeam echosounder,Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-122-multibeam-echosounder/,"Deep water mapping, High performance echosounder, Simultaneous beams, Technical support, Retrofit and refit, Crew training, Seafloor imaging, Multibeam survey planning, Yaw stabilization."
,EM 300 Multibeam echosounder,Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-300-multibeam-echosounder/,"Multibeam echosounder, Seafloor surveying, Technical support, Retrofitting, Crew training."
,EM 3002 Multibeam echosounder,Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-3002-multibeam-echosounder/,"Seafloor mapping, Multibeam echosounder, End of Life, Retrofit and refit, Technical support."
,EM 302 Multibeam echosounder,Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-302-multibeam-echosounder/,"High-resolution mapping, Accurate seabed imaging, Advanced filters and gains, 24/7 technical support, Multibeam survey planning."
,EM 710 Multibeam echosounder,Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-710-multibeam-echosounder/,"Multibeam echosounder, Seafloor mapping, Technical support, Retrofit and refit, Crew training."
,EM 304 MKII Multibeam echosounder,Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-mkii-multibeam-echosounder/,"Seafloor mapping, Multibeam echosounder, High resolution, Deep ocean mapping, Modular design."
,"Side scan echo sounder, EA400",Seafloor mapping," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA400-600/,"Seafloor mapping, accurate surveying, side looking sonar, digital recording, excellent image quality."
,EA440 - shallow and medium waters,Seafloor mapping," Acoustic Telemetry for Fish Studies, Fisheries Research Software, Fishery Sonar Systems, Multibeam Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA440/,"Hydrographic echo sounder, Multi-frequency, Wideband technology, Shallow to medium depths, Transducers, Side-scan sonar, Sub-bottom profiling, Simultaneous channels, Frequencies, Windows operating system, Sidescan function, Splashproof version."
,"Single beam echo sounder, EA600 - To 11.000 m",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA-600/,"Seafloor mapping, High power transceivers, Multipulse function, Passive mode, Remote control software."
,"Echo sounder sweep system, MCU",Seafloor mapping," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/echosounder-sweep-system/,"Hydrographic surveying, Shallow water mapping, Bottom detection, Real-time data, Multichannel echo sounder."
,"Single beam echosounder, EA400",Seafloor mapping," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/single-beam-echosounder-ea400/,"High-performance, easy operation, hydrographic surveying, sidescan imaging, portable."
,"Survey single beam echo sounder, EA400",Seafloor mapping," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/survey-single-beam-echo-sounder-ea400/,"Seafloor mapping, Hydrographic surveying, Echo sounder, Single beam, Technical support."
,"Portable single beam echo sounder, EA400SP",Seafloor mapping," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/portable-single-beam-echo-sounder-ea400sp/,"Compact, Shallow water surveying, Portable, Splash proof, Single beam technology"
,EA640 - full ocean depths,Seafloor mapping," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea640/,"hydrographic echo sounder, wideband frequencies, deep water frequencies, raw data logging, Windows operating system."
,Side-Scan Sonar - Sonar 2094 Digital,Seafloor mapping," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/side-scan-sonar-sonar-2094-digital/,"High-resolution imaging, Advanced sonar technology, Efficient seafloor mapping, Reliable technical support, Comprehensive crew training."
,Single beam bottom mapping transducers,Seafloor mapping," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/td_bottommapping/,"Single beam, bottom mapping, transducer, Seafloor mapping, high frequency."
,EA sidescan sonar,Seafloor mapping," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea-sidescan-sonar/,"sidescan function, object detection, sea bed morphology, obstacle detection, wreck detection"
,Sonar Mosaic,Seafloor mapping," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/sonar-mosaic/,"georeferenced mosaic, sidescan sonar data, seabed feature tagging, real-time processing, post processing tool"
